ref_cpx_klb1@1:12/28/2016 05:35:05 AM;
Software:Name=Qtegra;Version=2.4.1800.33;File Version=1;
Configuration:Machine=iCAP Q;
Laser:Additional Gas Flow 1=0;Additional Gas Flow 2=0;Additional Gas Flow 3=0;CCT Entry Lens=-56;Angular Deflection=-275;Deflection Entry Lens=-35;Extraction Lens 1 Polarity=0;Extraction Lens 1 Negative=0;Extraction Lens 1 Positive=0;Spray Chamber Temperature=2.7;Peristaltic Pump Speed=40;Cool Flow=14;Sampling Depth=6.41348973607038;Plasma Power=1550;Auxilliary Flow=0.8;Nebulizer Flow=1.02188644688645;Torch Horizontal Position=-0.227565982404692;Torch Vertical Position=0.000107526881718986;Extraction Lens 2=-209.304029304029;CCT Focus Lens=2.22564102564103;CCT Bias=-2.00854700854701;CCT Exit Lens=-160.01221001221;Focus Lens=20.0990099009901;D1 Lens=-192.039072039072;D2 Lens=-80;Quad Entry Lens=-25.2014652014652;Pole Bias=-1.00019836728466;CCT1 Flow=0;CCT2 Flow=0;CCT1 Shut-Off Valve=0;CCT2 Shut-Off Valve=0;Virtual CCT Mass to Dac Factor=130.000047683761;Virtual CCT Mass to Dac Offset=-220.003337863291;Virtual CCT Mass parameter b=0.650000238418807;Virtual CCT Mass Maximum Dac Limit Set=4095;
RF Generator:RF Plasma Lit Readback=1;RF FET Temperature Ok Readback=1;Plasma Power Readback=1548.6077186126;
Ion Optics:Pole Bias Readback=-1.0752688172043;Torch Horizontal Position Readback=-0.21642228739003;Torch Vertical Position Readback=0.0263929618768328;Sampling Depth Readback=6.425;Extraction Lens 1 Negative Readback=-199.41348973607;Extraction Lens 1 Positive Readback=-0.0146627565982405;Extraction Lens 2 Readback=-208.211143695015;Angular Deflection Readback=-277.712609970674;Quad Entry Lens Readback=-25.1221896383187;Focus Lens Readback=19.9462365591398;D2 Lens Readback=-79.1788856304985;Deflection Exit Lens Readback=35;Deflection Entry Lens Readback=-34.7214076246334;D1 Lens Readback=-191.593352883675;CCT Exit Lens Readback=-159.579667644184;CCT Bias Readback=-2.63440860215054;CCT Entry Lens Readback=-56.4516129032258;CCT Focus Lens Readback=2.08699902248289;
Vacuum:Analyzer Vacuum Ok Readback=1;Interface Pressure Readback=2.07122263692432;Analyzer Pressure Readback=5.78062217507179E-07;
Detector:Detector Voltage (Counting) Readback=1153.47018572825;Detector Voltage (Analog) Readback=-1970.67448680352;
Cooling System:Plasma Cooling Water Flow Readback=3.27529411764706;Interface Temperature Readback=36.9620680891376;Exhaust Flow Readback=0.393627565982405;Quad Board Temperature Readback=35.6177908113392;Inlet Fan Speed Readback=2376.47058823529;Outlet Fan Speed Readback=2282.35294117647;Peltier Temperature Hot Side Readback=20.3083982259398;Spray Chamber Temperature Readback=2.7058192015936;
Power Supply:Supply Voltage 500 V Readback=-538.245356793744;Supply Voltage 1 kV Readback=-1163.24535679374;
Gas Supply:Nebulizer Supply Pressure Readback=-0.0193768817204302;Nebulizer Flow Readback=1.01026392961877;Cool Flow Readback=13.919843597263;Auxilliary Flow Readback=0.777126099706745;CCT2 Flow Readback=0;Gas Flow 2 Readback=9.77517106549365;CCT1 Flow Readback=0;Additional Gas Flow 1 Readback=0;
Pulse Counting:Threshold=2500000;

Time,7Li,11B,29Si,42Ca,44Ca,85Rb,88Sr,89Y,90Zr,93Nb,133Cs,137Ba,139La,140Ce,141Pr,146Nd,147Sm,151Eu,157Gd,159Tb,163Dy,165Ho,166Er,169Tm,172Yb,175Lu,178Hf,208Pb,232Th,238U,
2.20039,500.010000200004,1333.40444823724,41401.7842833485,7001.96054895371,11672.1136530381,0,0,0,0,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.39952,0,500.010000200004,36051.9147572504,9336.81907912287,9003.24116682005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.59868,166.667777785185,750.02250067502,29367.791542076,13674.1418642191,7335.48507562218,166.667777785185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.79788,166.667777785185,583.346944762044,40398.5095954807,6334.93818434003,7669.01849900636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.99707,500.010000200004,1000.04000160006,37723.5034118071,6668.44491864497,7669.01849900636,166.667777785185,0,0,0,0,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.19632,166.667777785185,833.361112037068,40398.5095954807,9670.40589027757,8336.11203734578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.3957,333.337777837038,1000.04000160006,44077.5765347011,10337.606210567,9003.24116682005,166.667777785185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.59495,166.667777785185,833.361112037068,42405.1393693321,5667.95140231786,11672.1136530381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.79434,0,1166.72111365197,32709.4069584257,10004.0016006403,7335.48507562218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.99362,166.667777785185,166.667777785185,36386.2146319317,8002.56081946223,7669.01849900636,166.667777785185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4.19279,0,1000.04000160006,34380.5492876884,7335.48507562218,6001.44034568296,166.667777785185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4.39198,0,833.361112037068,39395.3152960658,8336.11203734578,8669.67215301304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4.59115,0,1000.04000160006,48092.3372875922,6668.44491864497,7001.96054895371,166.667777785185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4.79033,0,416.673611226854,44412.0907743064,6334.93818434003,5001.00020004001,166.667777785185,0,0,0,0,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4.98974,333.337777837038,1083.38027981213,40064.1025641026,7669.01849900636,7001.96054895371,0,0,0,0,0,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.667777785185,0,0,
5.18904,666.684444918531,1000.04000160006,44412.0907743064,10671.219720414,10671.219720414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5.38844,500.010000200004,750.02250067502,43743.0712310836,4334.08457465961,9670.40589027757,333.337777837038,0,0,0,0,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5.58761,166.667777785185,666.684444918531,38057.8479288519,7001.96054895371,11338.4734412934,833.361112037068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5.78679,166.667777785185,1166.72111365197,38057.8479288519,11672.1136530381,10004.0016006403,166.667777785185,0,0,0,0,0,0,0,0,0,0,0,0,0,166.667777785185,0,0,0,0,0,0,0,0,0,0,
5.98607,166.667777785185,1250.06250312516,38726.5637519363,10004.0016006403,10337.606210567,333.337777837038,0,0,0,0,666.684444918531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.18524,333.337777837038,750.02250067502,38057.8479288519,7001.96054895371,10004.0016006403,166.667777785185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.38445,500.010000200004,833.361112037068,37054.8411649241,8336.11203734578,7335.48507562218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.667777785185,0,0,0,0,0,0,0,0,0,
6.58369,166.667777785185,583.346944762044,44412.0907743064,9003.24116682005,7335.48507562218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.78283,333.337777837038,583.346944762044,44412.0907743064,5667.95140231786,10004.0016006403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.98199,333.337777837038,750.02250067502,39060.9350586916,8002.56081946223,6668.44491864497,166.667777785185,0,0,0,0,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7.18117,500.010000200004,1250.06250312516,37723.5034118071,8002.56081946223,7669.01849900636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7.38037,333.337777837038,500.010000200004,40732.9255589092,7669.01849900636,9336.81907912287,0,0,0,0,0,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7.57963,166.667777785185,1083.38027981213,41067.3504547458,8336.11203734578,8669.67215301304,333.337777837038,0,0,0,0,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7.779,166.667777785185,666.684444918531,37054.8411649241,5667.95140231786,7335.48507562218,0,0,0,0,0,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7.97832,500.010000200004,833.361112037068,47423.1211093003,8336.11203734578,5667.95140231786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8.17766,166.667777785185,916.70027901023,44077.5765347011,9670.40589027757,10004.0016006403,333.337777837038,0,0,0,0,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8.37687,333.337777837038,666.684444918531,34380.5492876884,11338.4734412934,7335.48507562218,666.684444918531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8.57612,500.010000200004,833.361112037068,36720.5234343704,8002.56081946223,11672.1136530381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8.77537,333.337777837038,1083.38027981213,45081.1460629132,8669.67215301304,8002.56081946223,166.667777785185,0,0,0,0,0,0,0,0,166.667777785185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8.97449,666.684444918531,416.673611226854,44412.0907743064,6668.44491864497,6668.44491864497,0,0,0,0,0,1000.04000160006,0,166.667777785185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9.17373,333.337777837038,583.346944762044,36386.2146319317,8336.11203734578,7335.48507562218,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9.37286,0,500.010000200004,34714.8045289468,9670.40589027757,9336.81907912287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9.57207,0,1333.40444823724,45415.6871126309,9670.40589027757,6001.44034568296,166.667777785185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9.77121,166.667777785185,1166.72111365197,36051.9147572504,8336.11203734578,10004.0016006403,166.667777785185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9.97049,500.010000200004,1166.72111365197,45415.6871126309,9670.40589027757,8669.67215301304,166.667777785185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.16959,166.667777785185,1250.06250312516,42070.6787402837,11338.4734412934,7669.01849900636,166.667777785185,0,0,0,0,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.36884,333.337777837038,833.361112037068,47423.1211093003,5001.00020004001,7669.01849900636,333.337777837038,0,0,0,0,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.56824,333.337777837038,833.361112037068,40064.1025641026,6668.44491864497,9003.24116682005,500.010000200004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.7677,166.667777785185,833.361112037068,45750.2370997689,7001.96054895371,10337.606210567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.96699,166.667777785185,1333.40444823724,42070.6787402837,9670.40589027757,9003.24116682005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.16617,500.010000200004,1250.06250312516,40398.5095954807,7669.01849900636,9670.40589027757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.667777785185,0,0,
11.36541,166.667777785185,750.02250067502,41401.7842833485,7669.01849900636,11672.1136530381,166.667777785185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.56454,0,1500.09000540032,40398.5095954807,11004.8421305374,5334.47135388883,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.76398,333.337777837038,1000.04000160006,46084.7960246854,8002.56081946223,9670.40589027757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.96327,333.337777837038,916.70027901023,46753.9406892867,8669.67215301304,8336.11203734578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.16265,0,750.02250067502,39395.3152960658,11004.8421305374,10337.606210567,166.667777785185,0,0,0,0,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.3619,333.337777837038,1333.40444823724,38392.2013754423,11004.8421305374,7669.01849900636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.56111,500.010000200004,1000.04000160006,39395.3152960658,6334.93818434003,10671.219720414,333.337777837038,0,0,0,0,666.684444918531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.76028,500.010000200004,1000.04000160006,39395.3152960658,8669.67215301304,5667.95140231786,166.667777785185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.337777837038,0,0,
12.95948,0,1000.04000160006,44746.6139502578,11338.4734412934,6668.44491864497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13.15869,166.667777785185,1250.06250312516,42405.1393693321,7335.48507562218,9670.40589027757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13.35782,333.337777837038,750.02250067502,43743.0712310836,9336.81907912287,9003.24116682005,166.667777785185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13.55709,333.337777837038,666.684444918531,44077.5765347011,7669.01849900636,7001.96054895371,500.010000200004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13.75647,166.667777785185,833.361112037068,44077.5765347011,9003.24116682005,11338.4734412934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13.95596,500.010000200004,1583.43361746244,37054.8411649241,10337.606210567,7669.01849900636,500.010000200004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14.15514,666.684444918531,916.70027901023,40732.9255589092,6001.44034568296,6001.44034568296,166.667777785185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14.35433,333.337777837038,916.70027901023,38392.2013754423,8336.11203734578,5001.00020004001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14.55352,166.667777785185,1083.38027981213,47088.5264296878,13674.1418642191,8336.11203734578,333.337777837038,0,0,0,0,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14.75269,333.337777837038,666.684444918531,40732.9255589092,7001.96054895371,6001.44034568296,166.667777785185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14.95197,500.010000200004,750.02250067502,38057.8479288519,6668.44491864497,6668.44491864497,0,0,0,0,333.337777837038,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15.15115,500.010000200004,666.684444918531,32041.0124959949,5001.00020004001,10671.219720414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15.35032,0,500.010000200004,36051.9147572504,9670.40589027757,8336.11203734578,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15.54954,333.337777837038,833.361112037068,38392.2013754423,6334.93818434003,8336.11203734578,0,0,0,0,0,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15.74869,333.337777837038,666.684444918531,41067.3504547458,9670.40589027757,10004.0016006403,166.667777785185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15.94823,666.684444918531,1083.38027981213,48092.3372875922,11004.8421305374,6334.93818434003,333.337777837038,0,0,0,0,1000.04000160006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16.1476,333.337777837038,583.346944762044,39729.7044644169,6668.44491864497,7001.96054895371,0,0,0,0,0,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.667777785185,0,166.667777785185,0,0,
16.3468,333.337777837038,833.361112037068,35049.0686961746,6334.93818434003,11672.1136530381,166.667777785185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16.54614,166.667777785185,916.70027901023,38392.2013754423,5334.47135388883,8336.11203734578,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16.74525,166.667777785185,1083.38027981213,40398.5095954807,9336.81907912287,8002.56081946223,166.667777785185,0,0,0,0,666.684444918531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16.94471,166.667777785185,1500.09000540032,38726.5637519363,7001.96054895371,9670.40589027757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17.14416,333.337777837038,750.02250067502,44412.0907743064,5667.95140231786,7001.96054895371,500.010000200004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.667777785185,0,0,
17.34344,333.337777837038,1166.72111365197,41067.3504547458,9670.40589027757,6001.44034568296,166.667777785185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17.54261,333.337777837038,666.684444918531,44077.5765347011,11004.8421305374,7335.48507562218,166.667777785185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.667777785185,0,0,
17.74179,166.667777785185,1083.38027981213,44077.5765347011,8002.56081946223,7669.01849900636,0,0,0,0,0,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17.94098,333.337777837038,1000.04000160006,40732.9255589092,6668.44491864497,6001.44034568296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.14016,0,1000.04000160006,38057.8479288519,9670.40589027757,9336.81907912287,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.33934,500.010000200004,833.361112037068,33043.6175751993,9003.24116682005,4667.53794041554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.53859,166.667777785185,333.337777837038,38057.8479288519,7335.48507562218,7335.48507562218,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.73779,0,1083.38027981213,34046.302972042,7001.96054895371,7335.48507562218,166.667777785185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.93691,833.361112037068,583.346944762044,33377.8371161549,7335.48507562218,6668.44491864497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.13608,0,833.361112037068,39395.3152960658,9336.81907912287,10004.0016006403,166.667777785185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.33526,333.337777837038,1250.06250312516,42070.6787402837,7335.48507562218,8336.11203734578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.53446,166.667777785185,666.684444918531,33377.8371161549,8002.56081946223,7335.48507562218,166.667777785185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
